,Id,Speed,RPM,Engine Load,Gear No._DBSCAN
3390,268408,46,1472,9,4.0
3391,268407,43,1411,0,0.0
3392,268453,41,1337,65,4.0
3393,268452,45,1465,66,4.0
3394,268451,53,1705,64,4.0
3395,268450,63,2060,99,4.0
3396,268449,76,2471,84,0.0
3397,268499,78,1906,94,5.0
3398,270767,78,1906,94,5.0
3399,270731,78,1906,94,5.0
3400,268498,85,2081,72,5.0
3401,270780,85,2081,72,5.0
3402,270779,88,2076,13,0.0
3403,268497,88,2076,13,0.0
3404,268496,84,2028,0,0.0
3405,270797,84,2028,0,0.0
3406,268495,74,1810,0,0.0
3407,270837,74,1810,0,0.0
3408,268516,61,1483,0,0.0
3409,268515,62,1512,69,5.0
3410,268514,58,1412,0,0.0
3411,268513,46,1115,0,0.0
3412,268512,38,851,20,0.0
3413,268551,26,930,23,0.0
3414,268550,19,918,23,0.0
3415,268549,16,1278,45,2.0
3416,268548,25,1774,31,2.0
3417,268547,22,1587,9,2.0
3418,268590,19,1359,0,0.0
3419,268589,1,896,24,0.0
3420,268588,0,738,41,0.0
3421,268587,3,1087,87,0.0
3422,268586,7,878,35,0.0
3423,268613,3,933,30,0.0
3424,268612,0,779,21,0.0
3425,268611,0,752,47,0.0
3426,268610,0,774,47,0.0
3427,268609,0,781,51,0.0
3428,268641,0,777,52,0.0
3429,268640,0,783,43,0.0
3430,268639,0,0,45,0.0
3431,268638,0,0,45,0.0
3432,268637,0,784,44,0.0
3433,268669,0,780,44,0.0
3434,268668,0,780,45,0.0
3435,268667,0,730,63,0.0
3436,268666,0,1362,43,0.0
3437,268665,14,894,22,0.0
3438,268697,11,854,43,0.0
3439,268696,10,897,65,0.0
3440,268695,10,1041,39,-1.0
3441,268694,12,889,72,0.0
3442,268693,15,1089,58,2.0
3443,268731,19,1383,38,2.0
3444,268730,23,1656,26,2.0
3445,268729,26,1790,11,2.0
3446,268728,24,1676,12,2.0
3447,268725,24,1761,29,2.0
3448,268760,30,2106,0,0.0
3449,268759,28,2072,19,2.0
3450,268758,36,2554,52,0.0
3451,268757,30,2096,0,0.0
3452,268756,15,891,23,0.0
3453,268789,5,915,23,0.0
3454,268788,1,914,25,0.0
3455,268787,0,720,47,0.0
3456,268786,0,864,23,0.0
3457,268785,12,1579,51,-1.0
3458,268818,17,1005,0,0.0
3459,268817,15,1040,9,2.0
3460,268816,10,906,27,0.0
3461,268815,2,917,23,0.0
3462,268814,1,885,41,0.0
3463,268852,1,924,23,0.0
3464,268851,3,866,58,0.0
3465,268850,1,918,23,0.0
3466,268849,0,722,53,0.0
3467,268848,6,883,63,0.0
3468,268869,2,917,22,0.0
3469,268868,0,804,25,0.0
3470,268867,0,769,41,0.0
3471,268866,0,771,45,0.0
3472,268865,0,780,44,0.0
3473,268900,0,777,45,0.0
3474,268899,0,781,45,0.0
3475,268897,0,782,44,0.0
3476,268896,0,782,45,0.0
3477,268895,0,777,45,0.0
3478,268930,3,876,73,0.0
3479,268929,14,1904,36,-1.0
3480,268928,18,1891,36,0.0
3481,268927,22,1516,18,2.0
3482,268926,21,1506,1,2.0
3483,268965,26,0,42,0.0
3484,268964,24,1628,2,2.0
3485,268963,16,1377,0,0.0
3486,268962,16,3,48,0.0
3487,268961,18,1280,18,2.0
3488,268994,26,1869,62,2.0
3489,268993,30,1756,0,0.0
3490,268992,36,1621,50,3.0
3491,268991,36,1624,7,3.0
3492,268990,37,1649,14,3.0
3493,269028,36,1591,8,3.0
3494,269027,35,1544,7,3.0
3495,269026,29,1317,0,0.0
3496,269025,34,1561,55,3.0
3497,269024,44,2026,72,3.0
3498,269051,53,2197,1,0.0
3499,269050,51,1638,1,4.0
3500,269049,43,1383,0,0.0
3501,269048,39,1270,10,4.0
3502,269047,41,1336,60,4.0
3503,269090,40,1294,0,0.0
3504,269089,39,1267,70,4.0
3505,269088,40,1263,22,4.0
3506,269087,40,1268,0,0.0
3507,269086,37,1197,4,4.0
3508,269114,33,1049,1,4.0
3509,269113,32,1033,5,4.0
3510,269112,29,943,16,0.0
3511,269111,32,1230,22,0.0
3512,269110,36,1628,52,3.0
3513,270877,39,1790,68,3.0
3514,270871,39,1790,68,3.0
3515,270947,45,2030,47,3.0
3516,270946,44,1976,36,3.0
3517,270945,46,2012,18,3.0
3518,270985,37,1653,0,0.0
3519,271001,35,1594,53,3.0
3520,271061,35,1594,53,3.0
3521,269178,35,1601,7,3.0
3522,269177,42,1909,52,3.0
3523,269176,42,1925,20,3.0
3524,269175,45,1685,1,0.0
3525,269174,48,1555,35,4.0
3526,269173,53,1713,43,4.0
3527,269195,56,1811,21,4.0
3528,271060,56,1811,21,4.0
3529,269194,58,1859,24,4.0
3530,271066,58,1859,24,4.0
3531,269193,59,1908,24,4.0
3532,271088,59,1908,24,4.0
3533,269219,63,2029,46,4.0
3534,269218,66,2140,41,4.0
3535,269217,72,2342,67,4.0
3536,269216,77,1825,0,0.0
3537,269215,75,1836,38,5.0
3538,269247,77,1866,40,5.0
3539,269246,77,1874,40,5.0
3540,269245,78,1894,1,5.0
3541,269244,77,1871,26,5.0
3542,269243,77,1880,26,5.0
3543,269275,77,1865,38,5.0
3544,269274,77,1880,36,5.0
3545,269273,77,1884,0,0.0
3546,269272,75,64,7,0.0
3547,269271,75,1761,1,0.0
3548,269379,75,1600,0,0.0
3549,271106,75,1600,0,0.0
3550,271156,75,1564,0,0.0
3551,271151,75,1564,0,0.0
3552,269378,75,1564,0,0.0
3553,269377,75,1509,16,0.0
3554,271169,75,1509,16,0.0
3555,269376,62,1509,19,5.0
3556,271195,62,1509,19,5.0
3557,271251,60,1473,27,5.0
3558,269375,60,1473,27,5.0
3559,271285,60,1473,27,5.0
3560,271284,0,1442,25,0.0
3561,269394,0,1442,25,0.0
3562,271283,55,1344,0,0.0
3563,269393,55,1344,0,0.0
3564,269392,55,1335,32,5.0
3565,271282,55,1335,32,5.0
3566,269391,55,1330,11,5.0
3567,271281,55,1330,11,5.0
3568,269390,52,1276,0,0.0
3569,271297,52,1276,0,0.0
3570,271296,49,1574,15,4.0
3571,271330,47,1532,13,4.0
3572,271341,50,1619,48,4.0
3573,271359,48,1557,5,4.0
3574,271396,42,1362,0,0.0
3575,271408,39,1255,59,4.0
3576,271443,40,1303,25,4.0
3577,271449,42,1364,67,4.0
3578,271488,46,1495,51,4.0
3579,271535,46,1495,51,4.0
3580,271534,48,1560,26,4.0
3581,271533,49,1578,27,4.0
3582,271551,50,1630,38,4.0
3583,269449,51,1649,28,4.0
3584,269448,54,1743,38,4.0
3585,269447,56,1794,40,4.0
3586,269446,56,1811,37,4.0
3587,269445,58,1875,39,4.0
3588,269444,57,1860,18,4.0
3589,269455,57,1854,34,4.0
3590,269454,59,1894,38,4.0
3591,269489,60,1924,32,4.0
3592,269488,59,962,0,0.0
3593,269487,60,1459,33,5.0
3594,269486,59,1452,33,5.0
3595,269485,60,1458,37,5.0
3596,269518,60,1464,29,5.0
3597,269517,59,1442,31,5.0
3598,269516,59,1437,37,5.0
3599,269515,59,1446,36,5.0
3600,269514,60,1463,39,5.0
3601,269558,59,1429,1,5.0
3602,269557,57,1405,4,5.0
3603,269556,56,1350,3,5.0
3604,269555,40,867,0,0.0
3605,269554,32,914,22,0.0
3606,269586,35,1588,27,3.0
3607,269585,37,1693,16,3.0
3608,269584,40,1801,30,3.0
3609,269583,41,1839,30,3.0
3610,269582,41,1814,30,3.0
3611,269630,38,1752,30,3.0
3612,269628,37,1652,30,3.0
3613,269625,36,0,5,3.0
3614,269623,36,1638,17,3.0
3615,269622,36,1208,0,0.0
3616,269619,25,1169,4,3.0
3617,269658,20,877,20,0.0
3618,269657,20,1309,4,2.0
3619,269656,22,1646,37,2.0
3620,269655,28,1710,1,0.0
3621,271589,31,1435,43,3.0
3622,269703,31,1435,43,3.0
3623,269702,36,1621,61,3.0
3624,271617,36,1621,61,3.0
3625,271633,43,1956,49,3.0
3626,269701,43,1956,49,3.0
3627,269700,44,1979,5,3.0
3628,271651,44,1979,5,3.0
3629,271661,41,1829,6,3.0
3630,269699,41,1829,6,3.0
3631,269725,40,1806,5,3.0
3632,269724,38,1728,36,3.0
3633,269723,40,1815,5,3.0
3634,269722,36,1617,0,0.0
3635,269721,37,1653,38,3.0
3636,271678,38,1181,50,4.0
3637,269780,38,1181,50,4.0
3638,271695,38,1181,50,4.0
3639,271706,41,1338,60,4.0
3640,269779,41,1338,60,4.0
3641,269778,42,1369,49,4.0
3642,271733,42,1369,49,4.0
3643,271750,43,1375,41,4.0
3644,269777,43,1375,41,4.0
3645,269776,43,1401,4,4.0
3646,271767,43,1401,4,4.0
3647,269786,44,1424,16,4.0
3648,269785,45,1455,7,4.0
3649,269784,43,1395,5,4.0
3650,269783,46,1482,56,4.0
3651,269782,47,1514,17,4.0
3652,271773,46,1492,18,4.0
3653,271788,47,1512,30,4.0
3654,271794,45,1469,10,4.0
3655,271807,44,1429,10,4.0
3656,271806,44,1412,29,4.0
3657,271805,44,1420,27,4.0
3658,269851,43,1381,2,4.0
3659,269850,39,1244,0,0.0
3660,269849,39,1274,49,4.0
3661,269848,43,1400,56,4.0
3662,269847,45,1456,46,4.0
3663,269846,48,1543,45,4.0
3664,269857,49,1578,16,4.0
3665,269856,50,1607,30,4.0
3666,269855,50,1651,17,4.0
3667,269854,51,1628,18,4.0
3668,269874,50,1616,19,4.0
3669,269873,52,1690,47,4.0
3670,269872,54,1719,5,4.0
3671,269871,47,1510,0,0.0
3672,269896,41,1181,0,0.0
3673,269895,31,888,11,0.0
3674,269894,30,2148,47,2.0
3675,269893,35,1694,0,0.0
3676,269892,38,1759,10,3.0
3677,269925,40,1850,0,0.0
3678,269924,44,1968,30,3.0
3679,269923,45,1979,45,3.0
3680,269921,47,2062,44,3.0
3681,269922,45,2059,31,3.0
3682,269942,49,2223,34,3.0
3683,269941,49,1963,0,0.0
3684,269940,43,1905,11,3.0
3685,269939,0,1796,0,0.0
3686,269938,39,1814,51,3.0
3687,269965,44,1979,28,3.0
3688,269964,44,1967,10,3.0
3689,269963,37,1225,0,0.0
3690,269962,40,1288,67,4.0
3691,269961,43,1380,48,4.0
3692,271813,40,1090,0,0.0
3693,270011,40,1090,0,0.0
3694,270010,33,907,22,0.0
3695,271812,33,907,22,0.0
3696,270009,32,2203,33,2.0
3697,271811,32,2203,33,2.0
3698,270008,35,1592,51,3.0
3699,271810,35,1592,51,3.0
3700,271809,41,1848,3,3.0
3701,270007,41,1848,3,3.0
3702,270020,42,1888,41,3.0
3703,270019,41,1863,23,3.0
3704,270018,38,1726,3,3.0
3705,270017,29,1295,42,3.0
3706,270013,34,1525,45,3.0
3707,271823,38,1737,56,3.0
3708,271822,35,1592,1,3.0
3709,271821,36,1625,50,3.0
3710,271820,37,1689,12,3.0
3711,271819,36,1658,48,3.0
3712,271835,40,1783,27,3.0
3713,271834,39,1751,37,3.0
3714,270074,39,1751,37,3.0
3715,270073,39,1772,41,3.0
3716,271833,39,1772,41,3.0
3717,271832,41,1829,39,3.0
3718,270072,41,1829,39,3.0
3719,270071,41,1854,14,3.0
3720,271831,41,1854,14,3.0
3721,270070,39,1756,0,0.0
3722,271846,39,1756,0,0.0
3723,270069,31,1414,31,3.0
3724,271845,31,1414,31,3.0
3725,270096,36,1653,42,3.0
3726,270095,41,1849,30,3.0
3727,270094,43,1911,16,3.0
3728,270093,43,1909,23,3.0
3729,270120,32,1420,0,0.0
3730,270119,31,1410,32,3.0
3731,270118,33,1628,43,3.0
3732,270117,34,1516,0,0.0
3733,271844,34,1517,9,3.0
3734,271843,35,1553,12,3.0
3735,271842,35,1591,9,3.0
3736,271841,35,1600,5,3.0
3737,271862,35,1598,3,3.0
3738,271861,33,1470,0,0.0
3739,270154,31,1416,0,0.0
3740,270153,31,1391,0,0.0
3741,270152,33,1515,30,3.0
3742,270151,36,1600,15,3.0
3743,270150,22,1070,0,0.0
3744,270149,20,1416,19,2.0
3745,270174,19,1472,3,2.0
3746,270173,31,2210,68,2.0
3747,270172,31,1378,39,3.0
3748,270197,34,1570,49,3.0
3749,270196,0,1878,61,0.0
3750,270195,43,2024,27,3.0
3751,270194,44,1990,4,3.0
3752,270193,39,1722,10,3.0
3753,271860,42,1931,65,3.0
3754,270254,42,1931,65,3.0
3755,271859,48,1276,0,0.0
3756,270253,48,1276,0,0.0
3757,270252,51,1659,61,4.0
3758,271858,51,1659,61,4.0
3759,271876,52,1688,40,4.0
3760,270251,52,1688,40,4.0
3761,270250,53,1711,25,4.0
3762,271875,53,1711,25,4.0
3763,270260,54,1755,27,4.0
3764,271874,54,1755,27,4.0
3765,271873,56,1822,62,4.0
3766,270259,56,1822,62,4.0
3767,270258,56,1806,16,4.0
3768,271872,56,1806,16,4.0
3769,271888,53,1685,4,4.0
3770,270257,53,1685,4,4.0
3771,270256,48,1536,5,4.0
3772,271887,48,1536,5,4.0
3773,270300,45,1461,19,4.0
3774,271886,45,1461,19,4.0
3775,270299,43,1384,0,0.0
3776,271885,43,1384,0,0.0
3777,270298,44,1433,37,4.0
3778,271884,44,1433,37,4.0
3779,271909,46,1475,3,4.0
3780,270297,46,1475,3,4.0
3781,270296,44,1408,0,0.0
3782,271908,44,1408,0,0.0
3783,270317,45,1444,18,4.0
3784,271907,45,1444,18,4.0
3785,270316,49,1568,49,4.0
3786,271906,49,1568,49,4.0
3787,271905,48,1539,40,4.0
3788,270315,48,1539,40,4.0
3789,271934,49,1584,44,4.0
3790,270314,49,1584,44,4.0
3791,271933,51,1637,41,4.0
3792,270313,51,1637,41,4.0
3793,271932,52,1681,33,4.0
3794,271931,51,1652,34,4.0
3795,271930,50,1598,1,4.0
3796,271950,46,1492,5,4.0
3797,271949,37,882,21,0.0
3798,271948,30,912,21,0.0
3799,271947,25,919,21,0.0
3800,271946,18,982,0,0.0
3801,271972,20,1388,54,2.0
3802,271967,24,1705,67,2.0
3803,271966,39,2809,85,0.0
3804,271965,45,2061,84,3.0
3805,271964,48,1781,0,0.0
3806,272001,47,1514,69,4.0
3807,272000,50,1621,61,4.0
3808,271999,53,1727,47,4.0
3809,271998,57,1850,70,4.0
3810,271997,60,1940,51,4.0
3811,270371,59,1452,61,5.0
3812,270370,59,1423,4,5.0
3813,270369,58,1384,17,5.0
3814,270368,52,1269,0,0.0
3815,270377,48,1179,0,0.0
3816,270376,46,1101,0,0.0
3817,270375,47,1142,81,5.0
3818,272014,48,1187,58,5.0
3819,270403,48,1187,58,5.0
3820,272013,48,1193,58,5.0
3821,270402,48,1193,58,5.0
3822,272012,51,1208,72,5.0
3823,270401,51,1208,72,5.0
3824,270400,56,1363,0,0.0
3825,272011,56,1363,0,0.0
3826,270399,61,1438,71,5.0
3827,272010,61,1438,71,5.0
3828,270409,63,1528,7,5.0
3829,270408,61,1405,0,0.0
3830,270407,0,1333,0,0.0
3831,270406,0,1595,0,0.0
3832,270405,50,1614,29,4.0
3833,272038,51,1651,18,4.0
3834,272037,51,1614,9,4.0
3835,272036,50,1619,34,4.0
3836,272035,52,1690,29,4.0
3837,272034,56,1822,69,4.0
3838,272048,64,2060,65,4.0
3839,270462,65,2078,0,0.0
3840,272047,65,2078,0,0.0
3841,270460,64,2055,4,4.0
3842,272046,64,2055,4,4.0
3843,270458,62,2001,40,4.0
3844,272045,62,2001,40,4.0
3845,272044,61,1949,0,0.0
3846,270457,61,1949,0,0.0
3847,270456,62,1989,6,4.0
3848,272059,62,1989,6,4.0
3849,272058,60,1907,0,0.0
3850,270455,60,1907,0,0.0
3851,270466,59,1914,5,4.0
3852,272057,59,1914,5,4.0
3853,272056,60,1943,1,4.0
3854,270465,60,1943,1,4.0
3855,270464,58,1857,0,0.0
3856,272055,58,1857,0,0.0
3857,272079,54,1707,0,0.0
3858,270463,54,1707,0,0.0
3859,270472,48,1544,0,0.0
3860,270471,40,1262,0,0.0
3861,270470,37,1596,31,3.0
3862,270469,43,1968,58,3.0
3863,270468,42,1966,16,3.0
3864,272078,46,2070,47,3.0
3865,272077,53,2408,76,3.0
3866,272076,57,1844,78,4.0
3867,272075,56,1828,43,4.0
3868,272085,56,1814,4,4.0
3869,272103,56,1814,4,4.0
3870,272102,54,1761,32,4.0
3871,272084,54,1761,32,4.0
3872,270512,54,1755,37,4.0
3873,270511,55,1798,40,4.0
3874,270510,55,1791,5,4.0
3875,270509,63,2044,59,4.0
3876,270508,66,1046,19,0.0
3877,270518,66,1574,7,5.0
3878,270517,66,1606,56,5.0
3879,270516,69,1680,58,5.0
3880,272083,67,1619,1,5.0
3881,270558,67,1619,1,5.0
3882,272101,67,1619,1,5.0
3883,272100,63,1531,9,5.0
3884,272082,63,1531,9,5.0
3885,270557,63,1531,9,5.0
3886,272099,63,1536,50,5.0
3887,270556,63,1536,50,5.0
3888,272081,63,1536,50,5.0
3889,270555,68,1649,63,5.0
3890,272080,68,1649,63,5.0
3891,272098,68,1649,63,5.0
3892,272114,70,1682,15,5.0
3893,270554,70,1682,15,5.0
3894,272113,68,1657,12,5.0
3895,272112,69,1685,41,5.0
3896,272111,68,1619,0,0.0
3897,272110,64,1497,0,0.0
3898,272132,60,1472,58,5.0
3899,272131,65,1583,74,5.0
3900,270587,69,1675,43,5.0
3901,272130,69,1675,43,5.0
3902,272129,69,1664,16,5.0
3903,270586,69,1664,16,5.0
3904,270585,70,1703,34,5.0
3905,272128,70,1703,34,5.0
3906,272142,68,1653,4,5.0
3907,270584,68,1653,4,5.0
3908,272141,63,1530,37,5.0
3909,270583,63,1530,37,5.0
3910,272140,66,1606,48,5.0
3911,270582,66,1606,48,5.0
3912,270605,65,1567,2,5.0
3913,270604,65,1557,42,5.0
3914,270603,65,1669,42,5.0
3915,270602,71,1697,38,5.0
3916,272139,76,1839,65,5.0
3917,272138,79,1910,45,5.0
3918,272156,79,1859,17,5.0
3919,272155,79,1781,0,0.0
3920,272154,71,1720,0,0.0
3921,272153,71,1677,0,0.0
3922,272152,64,1559,0,0.0
3923,270640,64,1559,0,0.0
3924,270639,64,1532,13,5.0
3925,272184,64,1532,13,5.0
3926,270638,62,1507,1,5.0
3927,272183,62,1507,1,5.0
3928,270637,61,1488,3,5.0
3929,272182,61,1488,3,5.0
3930,272181,55,1328,0,0.0
3931,270636,55,1328,0,0.0
3932,270646,55,1302,10,5.0
3933,270645,55,1333,33,5.0
3934,270644,57,1375,5,5.0
3935,270643,55,1310,0,0.0
3936,270652,47,1137,0,0.0
3937,272180,47,1137,0,0.0
3938,272207,50,1212,58,5.0
3939,270651,50,1212,58,5.0
3940,272206,50,923,9,0.0
3941,270650,50,923,9,0.0
3942,270649,51,1642,30,4.0
3943,272205,51,1642,30,4.0
3944,270664,56,1794,44,4.0
3945,270663,61,1957,43,4.0
3946,270662,62,1980,38,4.0
3947,270661,60,1885,11,4.0
3948,270660,56,1846,20,4.0
3949,270682,56,1792,40,4.0
3950,270681,53,1686,5,4.0
3951,270680,47,1520,0,0.0
3952,270679,44,1420,25,4.0
3953,270678,45,1450,59,4.0
3954,270700,49,1594,60,4.0
3955,270699,50,1615,13,4.0
3956,270698,56,1798,70,4.0
3957,270697,60,1665,0,0.0
3958,270696,61,1485,54,5.0
3959,270718,61,1491,19,5.0
3960,270717,62,1521,19,5.0
3961,270716,61,1480,0,0.0
3962,270715,61,1492,29,5.0
3963,270714,63,1545,57,5.0
3964,270736,66,1606,34,5.0
3965,272204,66,1606,34,5.0
3966,270735,66,1620,49,5.0
3967,272203,66,1620,49,5.0
3968,272230,66,1615,5,5.0
3969,270734,66,1615,5,5.0
3970,270733,65,1590,2,5.0
3971,272229,65,1590,2,5.0
3972,272228,65,1591,10,5.0
3973,270732,65,1591,10,5.0
3974,272227,66,1610,16,5.0
3975,272226,68,1655,20,5.0
3976,272271,68,1491,0,0.0
3977,272270,67,901,21,0.0
3978,272269,62,917,21,0.0
3979,272268,63,916,22,0.0
3980,270773,61,917,22,0.0
3981,270772,58,922,21,0.0
3982,270771,59,918,0,0.0
3983,270769,48,915,0,0.0
3984,270768,47,918,0,0.0
3985,270784,43,917,22,0.0
3986,270783,41,922,21,0.0
3987,270782,39,922,23,0.0
3988,270781,37,0,22,0.0
3989,270802,31,896,23,0.0
3990,270801,31,920,23,0.0
3991,270800,0,2094,2,0.0
3992,270799,0,1817,32,0.0
3993,270798,43,1939,18,3.0
3994,270819,41,897,14,0.0
3995,270818,39,1267,69,4.0
3996,270817,40,1297,13,4.0
3997,270816,39,1273,45,4.0
3998,270815,43,1382,27,4.0
3999,270843,44,1436,44,4.0
4000,270842,45,1446,29,4.0
4001,270840,47,1505,27,4.0
4002,270839,45,1432,25,4.0
4003,270838,50,1610,41,4.0
4004,270876,50,1628,3,4.0
4005,272267,50,1628,3,4.0
4006,272301,51,1649,40,4.0
4007,270875,51,1649,40,4.0
4008,272300,53,1709,45,4.0
4009,270874,53,1709,45,4.0
4010,272299,53,1698,5,4.0
4011,270873,53,1698,5,4.0
4012,270872,50,1603,16,4.0
4013,272298,50,1603,16,4.0
4014,270882,49,1586,52,4.0
4015,270881,48,1562,27,4.0
4016,270880,47,1534,24,4.0
4017,270879,50,1619,37,4.0
4018,270878,55,1787,41,4.0
4019,272297,60,1925,54,4.0
4020,272354,62,1148,0,0.0
4021,272353,64,1569,52,5.0
4022,272352,67,1635,25,5.0
4023,272351,66,1618,21,5.0
4024,272350,66,1600,19,5.0
4025,270939,63,1538,0,0.0
4026,270938,60,1449,18,5.0
4027,270937,59,1435,23,5.0
4028,270936,58,1438,11,5.0
4029,270935,57,1386,9,5.0
4030,270934,53,1281,0,0.0
4031,270951,50,1602,35,4.0
4032,270949,51,1627,33,4.0
4033,270948,53,1716,36,4.0
4034,270990,54,1717,9,4.0
4035,270989,52,1685,30,4.0
4036,270988,53,1698,28,4.0
4037,270987,51,1637,0,0.0
4038,270986,51,1637,29,4.0
4039,271006,53,1718,41,4.0
4040,272383,53,1718,41,4.0
4041,272382,56,1805,44,4.0
4042,271005,56,1805,44,4.0
4043,271004,57,1846,43,4.0
4044,272381,57,1846,43,4.0
4045,272380,56,1813,32,4.0
4046,271003,56,1813,32,4.0
4047,272379,55,1785,41,4.0
4048,271002,55,1785,41,4.0
4049,272427,55,1776,41,4.0
4050,272426,57,1830,41,4.0
4051,272425,56,1835,0,0.0
4052,272424,53,1587,14,4.0
4053,272421,33,0,19,3.0
4054,272483,30,1410,48,3.0
4055,271059,30,1338,15,3.0
4056,272482,30,1338,15,3.0
4057,272481,29,1381,69,3.0
4058,271058,29,1381,69,3.0
4059,272480,38,1477,82,0.0
4060,271057,38,1477,82,0.0
4061,272479,45,1986,60,3.0
4062,271056,45,1986,60,3.0
4063,271055,45,2274,60,0.0
4064,272539,45,2274,60,0.0
4065,272569,45,2274,60,0.0
4066,271054,45,2401,26,0.0
4067,272538,45,2401,26,0.0
4068,272568,45,2401,26,0.0
4069,271065,45,2376,32,0.0
4070,271064,49,2233,14,3.0
4071,271063,49,2239,36,3.0
4072,271062,51,1373,0,0.0
4073,271070,51,1651,34,4.0
4074,271069,54,1749,11,4.0
4075,271068,58,1874,40,4.0
4076,271067,61,1957,0,0.0
4077,271093,60,1924,9,4.0
4078,271092,59,1931,34,4.0
4079,271091,62,1991,63,4.0
4080,271090,68,2188,61,4.0
4081,271089,69,1834,0,0.0
4082,271116,67,1640,42,5.0
4083,271115,68,1661,40,5.0
4084,271114,68,1657,27,5.0
4085,271113,71,1717,46,5.0
4086,271107,73,1778,36,5.0
4087,271157,72,1779,17,5.0
4088,272537,72,1779,17,5.0
4089,272567,72,1779,17,5.0
4090,271155,73,1763,42,5.0
4091,272536,73,1763,42,5.0
4092,272566,73,1763,42,5.0
4093,272565,72,1754,40,5.0
4094,271154,72,1754,40,5.0
4095,272535,72,1754,40,5.0
4096,272564,71,1740,40,5.0
4097,271153,71,1740,40,5.0
4098,272534,71,1740,40,5.0
4099,272681,72,1759,69,5.0
4100,272628,72,1759,69,5.0
4101,271152,72,1759,69,5.0
4102,271164,75,1822,57,5.0
4103,271162,76,1852,21,5.0
4104,271161,76,1838,25,5.0
4105,271160,72,1730,0,0.0
4106,271158,71,1720,70,5.0
4107,271179,69,1689,0,0.0
4108,271177,63,1450,0,0.0
4109,271174,50,900,22,0.0
4110,271171,45,915,21,0.0
4111,271170,45,1439,18,4.0
4112,271200,44,1407,9,4.0
4113,271199,29,872,23,0.0
4114,271198,18,850,50,0.0
4115,271197,27,1227,84,3.0
4116,271196,28,1442,79,3.0
4117,271222,42,1889,72,3.0
4118,271221,50,2302,66,3.0
4119,271220,57,2571,60,0.0
4120,271219,56,1818,0,0.0
4121,271218,51,1643,0,0.0
4122,272627,46,1476,0,0.0
4123,272680,46,1476,0,0.0
4124,271256,46,1476,0,0.0
4125,271255,46,1474,49,4.0
4126,272626,46,1474,49,4.0
4127,272679,46,1474,49,4.0
4128,272678,48,1561,68,4.0
4129,271254,48,1561,68,4.0
4130,272625,48,1561,68,4.0
4131,272624,48,1397,68,0.0
4132,271253,48,1397,68,0.0
4133,272677,48,1397,68,0.0
4134,271252,45,1381,0,0.0
4135,272721,45,1381,0,0.0
4136,272720,28,886,0,0.0
4137,272719,16,1275,0,0.0
4138,272718,23,1247,70,3.0
4139,272717,29,1247,7,3.0
4140,272755,29,1563,0,0.0
4141,272754,25,1214,0,0.0
4142,272753,21,843,0,0.0
4143,272752,21,743,69,0.0
4144,272751,21,1030,9,3.0
4145,272798,13,948,67,0.0
4146,272797,22,1602,64,2.0
4147,271286,31,1447,0,0.0
4148,271300,37,1662,38,3.0
4149,271299,38,1690,2,3.0
4150,271298,31,1427,0,0.0
4151,271335,28,1253,0,0.0
4152,271334,23,1061,0,0.0
4153,271333,20,934,6,0.0
4154,271332,19,1334,23,2.0
4155,271331,22,1545,31,2.0
4156,271346,20,1405,0,0.0
4157,271345,19,1333,16,2.0
4158,271344,21,1482,14,2.0
4159,271343,22,1553,21,2.0
4160,271342,25,1789,32,2.0
4161,271364,25,1797,7,2.0
4162,271363,22,1555,0,0.0
4163,271362,20,1416,1,2.0
4164,271361,8,867,26,0.0
4165,271360,4,875,50,0.0
4166,271384,10,1299,48,-1.0
4167,272796,10,1299,48,-1.0
4168,272795,22,2620,10,0.0
4169,271383,22,2620,10,0.0
4170,271382,22,1522,23,2.0
4171,272794,22,1522,23,2.0
4172,271381,25,1731,6,2.0
4173,272842,25,1731,6,2.0
4174,272841,23,1600,0,0.0
4175,271380,23,1600,0,0.0
4176,271401,25,1737,27,2.0
4177,271400,27,1890,7,2.0
4178,271399,27,1929,3,2.0
4179,271398,26,870,18,0.0
4180,271397,27,909,21,0.0
4181,271413,28,916,21,0.0
4182,271412,24,920,22,0.0
4183,271411,13,919,23,0.0
4184,271410,10,830,58,0.0
4185,271409,11,845,71,0.0
4186,271448,12,909,43,0.0
4187,271447,17,918,23,0.0
4188,271446,15,918,23,0.0
4189,271445,12,920,23,0.0
4190,271444,4,917,23,0.0
4191,271454,6,849,23,0.0
4192,271453,11,785,3,0.0
4193,271452,17,1220,3,2.0
4194,271451,26,878,1,0.0
4195,271450,25,984,1,0.0
4196,271493,25,1124,63,3.0
4197,272840,25,1124,63,3.0
4198,271492,30,0,48,0.0
4199,272839,30,0,48,0.0
4200,272838,30,1387,19,3.0
4201,271491,30,1387,19,3.0
4202,271490,30,1344,9,3.0
4203,272895,30,1344,9,3.0
4204,271489,30,897,23,0.0
4205,272894,30,897,23,0.0
4206,272893,30,897,23,0.0
4207,272892,15,918,23,0.0
4208,272891,15,921,24,0.0
4209,272946,8,916,23,0.0
4210,272945,3,921,23,0.0
4211,272944,2,922,23,0.0
4212,271532,0,848,22,0.0
4213,271531,0,773,38,0.0
4214,271530,0,775,40,0.0
4215,271529,0,778,40,0.0
4216,271528,0,777,40,0.0
4217,271527,0,778,40,0.0
